calBP,Australia_NewZealand._Melanesia,Eastern_Africa,Eastern_Asia,Eastern_Europe,Europe,Micronesia_and_Polynesia,Middle_and_Southern.Africa,Middle_North_America,Northern_Africa,Northern_North_America_and_Greenland,South_America,Western_Africa,Western_Asia
14670,NA,NA,0.574611253,2.794744461,15.68025894,NA,0.75,1.928049968,0.068531043,0.889267308,0.650673251,NA,1.254892502
14640,NA,NA,0.547497914,2.753252683,15.55649925,NA,0.771045286,1.839474228,0.065815354,0.868998417,0.636157084,NA,1.254096034
14610,NA,NA,0.527793611,2.713250559,15.42435965,NA,0.746800065,1.762791527,0.063627056,0.853247551,0.627708242,NA,1.252458724
14580,NA,NA,0.530134556,2.698250935,15.3626247,NA,0.745256114,1.748124384,0.063453802,0.852530802,0.631608201,NA,1.251363892
14550,NA,NA,0.552362438,2.695913601,15.31755826,NA,0.762415851,1.777432775,0.064898168,0.86476367,0.649074456,NA,1.249241854
14520,NA,NA,0.582364031,2.70009636,15.27761466,NA,0.787842938,1.824555586,0.066988892,0.882700831,0.673714768,NA,1.246103892
14490,NA,NA,0.610919027,2.711060752,15.25882962,NA,0.813664119,1.877463233,0.069148305,0.901157678,0.698272038,NA,1.242812554
14460,NA,NA,0.634661696,2.725619171,15.25681755,NA,0.83612403,1.927655756,0.071076088,0.917663747,0.720004265,NA,1.239733872
14430,NA,NA,0.652783859,2.743773546,15.27846439,NA,0.854988095,1.975004546,0.072738546,0.931755616,0.736712005,NA,1.237482693
14400,NA,NA,0.671956673,2.783682476,15.40796721,NA,0.878077955,2.050607892,0.07489339,0.947160504,0.745513272,NA,1.239017071
14370,NA,NA,0.703208147,2.863117274,15.71970398,NA,0.907046978,2.182203863,0.07826154,0.965358661,0.751974988,NA,1.247994465
14340,NA,NA,0.73740081,2.953035935,16.10117282,NA,0.941655329,2.333136467,0.081979384,0.985124072,0.752583187,NA,1.259861079
14310,NA,NA,0.772289815,3.044519011,16.51524748,NA,0.979796422,2.489444876,0.085733065,1.004970326,0.747998076,NA,1.273446259
14280,NA,NA,0.817790212,3.155935836,17.02255168,NA,1.016884416,2.67850486,0.090134306,1.025461376,0.747133058,NA,1.291802265
14250,NA,NA,0.885203619,3.314459485,17.69991508,NA,1.048737208,2.931939693,0.095974552,1.047504239,0.761618592,NA,1.318173094
14220,NA,NA,0.976418536,3.533899101,18.54421937,NA,1.068480915,3.235148884,0.103404854,1.067351075,0.804501785,NA,1.352492858
14190,NA,NA,1.069735582,3.777139096,19.37639348,NA,1.07219084,3.514512916,0.11107795,1.0790361,0.87350019,NA,1.38677648
14160,NA,NA,1.143674071,4.089015481,20.21318683,NA,1.065594016,3.783202249,0.120923701,1.077604606,0.992723513,NA,1.419779284
14130,NA,NA,1.15173849,4.493017731,20.9457096,NA,1.049864897,4.027945485,0.138086764,1.061549477,1.134899327,NA,1.452295763
14100,NA,NA,1.104590816,4.895201041,21.31742658,NA,1.017692612,4.145819705,0.165587309,1.043459057,1.192110336,NA,1.483676453
14070,NA,NA,1.037216753,5.248004608,21.41422356,NA,0.976529759,4.272295411,0.202510184,1.031747892,1.179629945,NA,1.516890396
14040,NA,NA,0.944447634,5.532104511,21.29628886,NA,0.939168971,4.393538148,0.243059516,1.024487968,1.129297196,NA,1.546737238
14010,NA,NA,0.83047783,5.759928879,21.00275558,NA,0.91231306,4.422965993,0.278352693,1.014524818,1.057461663,NA,1.565052467
13980,NA,NA,0.70492876,5.939739295,20.63061662,NA,0.893671846,4.334034787,0.304967181,1.001021216,0.983156867,NA,1.572304008
13950,NA,NA,0.601147489,5.995560946,20.10354992,NA,0.873111376,4.203773708,0.327851953,0.99833485,0.845115857,NA,1.576556006
13920,NA,NA,0.57036666,5.967782445,19.70431775,NA,0.852140329,4.223857754,0.347938878,1.010039259,0.704431708,NA,1.587239418
13890,NA,NA,0.569642858,5.943739838,19.58221726,NA,0.843564547,4.324125305,0.358568587,1.019547038,0.651253309,NA,1.596179712
13860,NA,NA,0.584554444,5.899919293,19.59700427,NA,0.829419475,4.351000179,0.383332426,1.04061359,0.6448655,NA,1.617645645
13830,NA,NA,0.623627002,5.826587784,19.56782814,NA,0.809628621,4.195254066,0.432895449,1.074452707,0.674932545,NA,1.646486089
13800,NA,NA,0.652010474,5.718816923,19.50800936,NA,0.786464347,4.064571463,0.503406752,1.128690807,0.732063873,NA,1.674272116
13770,NA,NA,0.688574115,5.604612326,19.38368995,NA,0.758749993,3.997002441,0.576529635,1.182148204,0.752405284,NA,1.710694087
13740,NA,NA,0.727243197,5.504229274,19.305831,NA,0.733782608,3.883710253,0.643101837,1.229021899,0.78495057,NA,1.745308555
13710,NA,NA,0.757299086,5.408324063,19.27145584,NA,0.712551791,3.701128821,0.708450052,1.277398057,0.850700742,NA,1.770851271
13680,NA,NA,0.785122129,5.313628259,19.25874807,NA,0.700751058,3.504228828,0.769508212,1.336917007,0.932329237,NA,1.784461391
13650,NA,NA,0.820731656,5.240378649,19.33083817,NA,0.725768831,3.423701303,0.822806143,1.492757262,1.044888049,NA,1.74820107
13620,NA,NA,0.842501414,5.194593676,19.47629047,NA,0.754495078,3.477141969,0.851966974,1.63560011,1.123344209,NA,1.709480319
13590,NA,NA,0.862669331,5.160615638,19.6206141,NA,0.780597384,3.543752549,0.868216996,1.749205815,1.175135307,NA,1.679286674
13560,NA,NA,0.92051015,5.172948278,19.68969467,NA,0.779603672,3.695469683,0.91348049,1.994377078,1.221901269,NA,1.635327098
13530,NA,NA,0.980902597,5.225591031,19.65662101,NA,0.750725017,3.898817591,0.957957476,2.285455025,1.239906873,NA,1.602873736
13500,NA,NA,1.037296424,5.268208954,19.57041886,NA,0.71965002,4.147365788,0.991942776,2.58002246,1.239490156,NA,1.584891046
13470,NA,NA,1.09028805,5.314753706,19.39033757,NA,0.679246045,4.408187848,1.012496972,2.820462711,1.198435715,NA,1.585867886
13440,NA,NA,1.098169291,5.369261816,19.15077135,NA,0.624346147,4.608482981,1.009808984,2.941835659,1.13799415,NA,1.608662247
13410,NA,NA,1.132006362,5.417613172,18.91668744,NA,0.578619987,4.881719369,1.014591407,3.114970072,1.066683832,NA,1.619270532
13380,NA,NA,1.117723257,5.483467578,18.84189343,NA,0.550447903,5.152573632,1.010957648,3.228624796,0.992972501,NA,1.616289531
13350,NA,NA,1.051378122,5.545066248,19.04141692,NA,0.566037265,5.329725995,0.99281955,3.235553361,0.941981908,NA,1.606960534
13320,NA,NA,0.99184676,5.592320965,19.33458978,NA,0.598405967,5.462187973,0.979185575,3.213193877,0.912272017,NA,1.585514976
13290,NA,NA,0.93071779,5.697748946,19.81331299,NA,0.630294672,5.554495185,0.957020247,3.189477165,0.904162461,NA,1.567221014
13260,NA,NA,0.874545813,5.819998604,20.31052675,NA,0.658794084,5.635141402,0.943049896,3.173979046,0.902947168,NA,1.548634169
13230,NA,NA,0.861304498,6.083111069,21.25024843,NA,0.691292592,6.082588736,1.001337863,3.230444271,0.972384694,NA,1.578165839
13200,NA,NA,0.879681187,6.422960963,22.29626769,NA,0.71432227,6.632215802,1.103210478,3.329434065,1.068738881,NA,1.633540354
13170,NA,NA,0.974755246,6.718785691,23.14278719,NA,0.707920407,7.292816571,1.287519142,3.443665651,1.229312925,NA,1.744963506
13140,NA,NA,1.079269567,6.677966769,23.37254566,NA,0.682116442,7.968411588,1.365078585,3.463490412,1.496241577,NA,1.913335459
13110,NA,NA,1.172914916,6.559725021,23.29483665,NA,0.655878577,8.633643081,1.383996669,3.459067739,1.77309241,NA,2.091005604
13080,NA,NA,1.2738341,6.423504141,23.15963311,NA,0.628402458,9.301950411,1.42199317,3.459398189,2.041490235,NA,2.259569166
13050,NA,NA,1.357743169,6.242609326,22.80020933,NA,0.599909201,9.876478805,1.420994372,3.435345353,2.304956021,NA,2.424463773
13020,NA,NA,1.39007606,5.889468047,21.96180993,NA,0.567677228,10.06075697,1.326617128,3.327089765,2.522740088,NA,2.547363042
12990,NA,NA,1.400120752,5.465041,21.00705028,NA,0.539698157,10.23433939,1.192442658,3.194813114,2.770455375,NA,2.672828219
12960,NA,NA,1.357508309,5.125289393,20.22897439,NA,0.542797177,10.64723195,1.030479617,3.090752936,3.028672996,NA,2.797431767
12930,NA,NA,1.334262038,5.023026558,20.00208853,NA,0.556191258,11.16039741,1.016547101,3.07202766,3.199381137,NA,2.893080438
12900,NA,NA,1.342407499,4.998028599,20.23563338,NA,0.601344267,12.0883687,1.060538944,3.107870878,3.56935494,NA,3.03930883
12870,NA,NA,1.374657747,5.034420681,20.80495869,NA,0.676656412,13.3218069,1.126613718,3.184406917,3.938095379,NA,3.223281138
12840,NA,NA,1.435375437,5.171830465,21.71640285,NA,0.783435628,14.83334325,1.19749236,3.293057403,4.625563015,NA,3.430803864
12810,NA,NA,1.577767341,5.581986591,23.16651826,NA,0.91407857,17.12679436,1.188399406,3.459411303,5.91131176,NA,3.859705121
12780,NA,NA,1.801476013,5.913335026,23.5971326,NA,1.008437543,18.27040516,1.195406337,3.61764023,7.049908655,NA,4.295941104
12750,NA,NA,1.997450954,6.048492263,23.25031769,NA,1.093264241,18.49071634,1.143554556,3.759996966,7.911599265,NA,4.587214658
12720,NA,NA,2.141235116,6.041185127,22.59532855,NA,1.173147663,18.50623359,1.05779128,3.892785378,8.745067886,NA,4.835155889
12690,NA,NA,2.200811823,5.871241065,21.24406047,NA,1.208405057,17.86181252,0.91432314,3.95606091,9.301462556,NA,4.999039855
12660,NA,NA,2.136140801,5.502655693,19.36215939,NA,1.231144239,16.84585202,0.740940797,3.966762099,9.776083471,NA,5.120269035
12630,NA,NA,2.006308493,4.922531857,16.84943174,NA,1.189530859,15.13647321,0.610778674,3.905907395,9.69909002,NA,5.142299048
12600,NA,NA,1.870663159,4.289259259,14.6652264,NA,1.174872203,13.41057304,0.547660539,3.868500158,9.21128509,NA,4.966335911
12570,NA,NA,1.676297986,3.818290665,13.58240702,NA,1.173472133,12.70740276,0.460714703,3.839646049,8.952917912,NA,4.839491066
12540,NA,NA,1.446919019,3.439603127,12.60634375,NA,1.137521187,11.98527759,0.417662875,3.718728939,8.637052212,NA,4.749440873
12510,NA,NA,1.222026499,3.082651577,11.5568499,NA,1.068902285,11.06713056,0.398717514,3.559074824,8.224529722,NA,4.650342425
12480,NA,NA,1.091521781,2.871238773,10.8024271,NA,0.988788866,10.33915822,0.40929892,3.412563813,7.920272631,NA,4.572732926
12450,0.018722746,NA,1.043268764,2.783116891,10.37544651,NA,0.92069873,9.786340469,0.428039887,3.308143503,7.666914066,NA,4.515671719
12420,0.020484334,NA,0.983203532,2.683959154,9.944170463,NA,0.863110216,9.291532315,0.441724173,3.201599607,7.419234915,NA,4.462232761
12390,0.023021614,NA,0.845641779,2.477504789,9.219086835,NA,0.796985168,8.576920501,0.451115814,3.049668303,7.131665948,NA,4.389091032
12360,0.024804838,NA,0.769749252,2.360924441,8.771773047,NA,0.749234669,8.117665082,0.459818779,2.943719488,6.89116844,NA,4.339005067
12330,0.025648435,NA,0.763690299,2.34805664,8.705272319,NA,0.736750134,8.010408244,0.463732884,2.929402505,6.855495529,NA,4.329532844
12300,0.025066889,NA,0.763454078,2.352555663,8.743345176,NA,0.747952893,8.056418283,0.45882633,2.931400762,6.85402746,NA,4.332050224
12270,0.023870059,NA,0.764195916,2.361458009,8.808681008,NA,0.766322787,8.151051227,0.451028869,2.93646331,6.855884469,NA,4.338155156
12240,0.023970715,NA,0.764559361,2.36045317,8.797983364,NA,0.763003143,8.141006072,0.452590027,2.936414482,6.857474851,NA,4.337735299
12210,0.025693168,NA,0.761690477,2.348075252,8.719003798,NA,0.742909161,8.006484434,0.460602256,2.926896079,6.854589543,NA,4.328064777
12180,0.026754373,NA,0.761406655,2.343300917,8.682911911,NA,0.732708392,7.957155548,0.464955011,2.9241844,6.859051838,NA,4.325071298
12150,0.028849939,NA,0.762547231,2.332791802,8.589268387,NA,0.704839282,7.852690022,0.477225796,2.919886038,6.874575429,NA,4.319960283
12120,0.030856457,NA,0.77064802,2.33717234,8.565162392,NA,0.691475404,7.928518752,0.485066765,2.929970848,6.897746138,NA,4.331891464
12090,0.033841305,NA,0.780419925,2.337297158,8.49964194,NA,0.664975802,7.974574122,0.49934164,2.939050597,6.912670871,NA,4.346800297
12060,0.037501374,NA,0.799814291,2.349645491,8.484658978,NA,0.648610066,8.16932941,0.513803532,2.964018011,6.940001209,NA,4.393093196
12030,0.041443573,NA,0.829046347,2.372081125,8.534041952,NA,0.655254371,8.475129366,0.52654905,3.004105299,7.000885435,NA,4.480234816
12000,0.047412524,NA,0.883244333,2.377853483,8.649616064,NA,0.740990135,8.762639529,0.54815993,3.073737748,7.15745794,NA,4.678781172
11970,0.055081787,NA,0.941412585,2.377516606,8.77861821,NA,0.847732921,9.01156795,0.570689371,3.146902683,7.378753731,NA,4.900804399
11940,0.064458963,NA,0.999670701,2.364664852,8.943114437,NA,0.982271349,9.244728266,0.59284432,3.224663319,7.630849228,NA,5.135473647
11910,0.07857672,NA,1.051911782,2.339758028,9.118589077,NA,1.130387694,9.402548305,0.614090062,3.300547535,7.892658574,NA,5.36048065
11880,0.095865957,NA,1.086800728,2.280724529,9.379237435,NA,1.325542359,9.513000952,0.640682944,3.406849302,8.147126636,NA,5.592693567
11850,0.111947256,NA,1.109550966,2.208654416,9.630108193,NA,1.523726212,9.522562802,0.665108016,3.505555448,8.388066064,NA,5.793584478
11820,0.135827247,NA,1.111356374,2.135030528,9.853222936,NA,1.688895755,9.474996036,0.68457004,3.601370329,8.499561133,NA,5.972294669
11790,0.16546203,NA,1.074358644,2.080688917,10.01899594,NA,1.757293454,9.390304914,0.694104214,3.693218772,8.429030021,NA,6.117720788
11760,0.210368779,0.00031311,1.025162415,2.029983535,10.23723255,NA,1.811793169,9.305585409,0.706843029,3.812383557,8.212678831,0.002552933,6.370267296
11730,0.24140423,0.000435,0.977105466,1.990736229,10.40395517,NA,1.843309132,9.214093966,0.715906454,3.912677031,8.014563268,0.00340295,6.565345627
11700,0.28794086,0.0008939,0.925138296,1.966616719,10.5667467,NA,1.844987445,9.110964545,0.725058916,4.01901057,7.761073387,0.004399495,6.83023503
11670,0.378934673,0.0023418,0.869337466,1.978055774,10.82497976,NA,1.781679272,9.102770639,0.758443848,4.149324526,7.522638286,0.006352367,7.340214146
11640,0.447492938,0.00327203,0.808606508,1.988831104,11.09678053,NA,1.71458921,9.091625187,0.792295376,4.288496075,7.261693399,0.00834661,7.875567859
11610,0.491951672,0.003902671,0.770183034,2.000561204,11.29192378,NA,1.668849678,9.115238277,0.8129696,4.381416914,7.074074604,0.009593125,8.248670321
11580,0.543069488,0.004877188,0.746660204,2.00943323,11.43518764,NA,1.640701101,9.154142961,0.828881988,4.442206218,7.014488322,0.010435106,8.499539776
11550,0.597633251,0.005997356,0.720731157,2.019394365,11.66336768,NA,1.606420286,9.257387092,0.866873399,4.519328362,7.012979399,0.011929694,8.842971069
11520,0.642288725,0.006672439,0.686962626,2.032375112,11.94457712,NA,1.562651766,9.376430634,0.911989958,4.617665324,6.891228412,0.013760033,9.275669533
11490,0.64439696,0.006631718,0.675880846,2.037068247,12.04278484,NA,1.548468806,9.423301917,0.928129933,4.650924545,6.856311663,0.014433293,9.421284535
11460,0.634586292,0.006335745,0.660957061,2.065215305,12.32758216,NA,1.532680222,9.527016805,1.022403487,4.735660972,6.825606135,0.019129689,9.781782809
11430,0.640519977,0.006602359,0.639537487,2.091310322,12.68200192,NA,1.50678674,9.659733429,1.129122897,4.83948915,6.861750666,0.023925625,10.24584704
11400,0.693149099,0.00864922,0.605199281,2.147061048,13.26272625,NA,1.46750818,9.888947934,1.308774125,5.014633222,7.039576275,0.032993155,10.99308094
11370,0.741607941,0.011767265,0.571749474,2.242511172,13.93971098,NA,1.435417177,10.1607162,1.541369854,5.225222042,7.334516037,0.047006816,11.82847113
11340,0.830552548,0.019028763,0.550007351,2.414438387,14.64332808,NA,1.426715264,10.47318227,1.813504946,5.455985755,7.871016304,0.071242767,12.64069152
11310,1.0073367,0.042183324,0.550809552,2.787049906,15.76116612,NA,1.44109059,11.04859417,2.14421939,5.746382263,8.987177945,0.137245562,13.61947732
11280,1.20604529,0.082386129,0.605319287,3.164940124,17.12948484,NA,1.479195563,11.53376689,2.405688852,5.94592297,10.54692957,0.227277125,14.35857708
11250,1.377363859,0.135658731,0.702738517,3.330939559,17.87773206,NA,1.614395789,11.54268352,2.472306248,5.908510423,11.77188864,0.306367165,14.32682077
11220,1.506298289,0.188431754,0.771289792,3.360636614,18.32427999,NA,1.788085019,11.34983005,2.493925982,5.787868416,12.52625559,0.38289263,14.0656378
11190,1.588703999,0.237447043,0.838958792,3.324373328,18.5229356,NA,1.956773172,11.04030646,2.42886041,5.586967953,13.04465309,0.455184452,13.52661679
11160,1.633937125,0.278397441,0.899872889,3.216093445,18.52648264,NA,2.088440129,10.62790715,2.314579604,5.31711569,13.33113659,0.530686612,12.76328112
11130,1.62242739,0.296008264,0.96001077,2.94616308,18.23039025,NA,2.188753585,10.18920293,2.153740707,4.947898683,13.32821253,0.607731205,11.78198713
11100,1.542052668,0.295436818,0.979867296,2.513104097,17.5384029,NA,2.251796974,9.541577368,1.986822827,4.582341174,12.69597523,0.641701445,10.8131198
11070,1.452270084,0.276488243,0.946541123,2.149104028,16.73913463,NA,2.282865448,9.184702754,1.905297741,4.327974546,11.84402493,0.667380351,10.14590202
11040,1.403791128,0.248709491,0.918660995,1.987642304,16.33349264,NA,2.237391046,9.162531607,1.913803043,4.207008517,11.49545725,0.701614344,9.803583598
11010,1.37748965,0.234107618,0.906184843,1.918085768,16.15136362,NA,2.166920183,9.076739808,1.911697387,4.143104372,11.32717351,0.719058697,9.579800966
10980,1.365361939,0.228054479,0.899587043,1.885432331,16.06739214,NA,2.132781827,9.027713794,1.908558803,4.113334357,11.2436775,0.725998708,9.471740167
10950,1.362343437,0.226530002,0.89906703,1.880542242,16.05325254,NA,2.12294217,9.010961235,1.907374541,4.107497422,11.22620494,0.72755898,9.448861538
10920,1.35864279,0.233169012,0.89449628,1.878510813,16.05496427,NA,2.102484187,8.852900346,1.876201989,4.101245289,11.16401975,0.716940278,9.386525213
10890,1.35880102,0.237542958,0.891678843,1.879400513,16.06302408,NA,2.095179984,8.784790883,1.861660361,4.10134946,11.14085121,0.710283112,9.366455671
10860,1.354219299,0.240888064,0.889592814,1.876454743,16.05702687,NA,2.086890209,8.659875925,1.835990604,4.093284566,11.09424701,0.704345963,9.313875885
10830,1.364777643,0.232643954,0.894772098,1.88377063,16.07673261,NA,2.095907482,8.988914061,1.909210601,4.116234345,11.192834,0.720220607,9.447971066
10800,1.378760734,0.214532938,0.904851362,1.890956032,16.1149059,NA,2.077130158,9.687346544,2.081734929,4.16230065,11.31989123,0.758221566,9.695015929
10770,1.390878762,0.199535248,0.916913347,1.899009247,16.23551348,NA,2.023328862,10.6467924,2.341546108,4.24192992,11.37068104,0.80814626,10.00222827
10740,1.411361938,0.210978151,0.935346692,1.930670694,16.55749935,NA,1.996606446,11.76649791,2.655582343,4.387360221,11.38984965,0.851014477,10.39060896
10710,1.441909157,0.253080238,0.970209067,1.965258449,17.00713752,NA,1.996474397,12.95398408,3.005409811,4.587896124,11.47062544,0.894577154,10.79603938
10680,1.466405384,0.279888625,0.994563637,2.001293798,17.40361158,NA,1.982392595,14.10781013,3.336184644,4.760166628,11.50125651,0.935702638,11.1914731
10650,1.507206929,0.339079896,1.034532195,2.022759017,17.92209921,NA,1.98902342,15.0850461,3.648614022,4.997605998,11.57442164,0.9651222,11.55794968
10620,1.57477332,0.402693537,1.089012034,2.004197662,18.56141481,NA,2.055109482,15.73877377,3.890072367,5.308089539,11.71390871,0.985237944,11.88452172
10590,1.639913952,0.462662002,1.142496051,1.974512031,19.1551828,NA,2.143443623,16.14464107,4.05948337,5.591786464,11.86566063,0.999831204,12.10926926
10560,1.745025295,0.477707824,1.185226787,1.892454837,19.95046703,NA,2.213629608,16.26624943,4.119594227,5.910621405,12.0390054,1.035859639,12.26267344
10530,1.85188146,0.466746758,1.215997292,1.80156077,20.64221452,NA,2.26706804,16.25527538,4.126147133,6.19248514,12.20883872,1.070678722,12.39754388
10500,1.954063392,0.437145041,1.236281427,1.709851851,21.25997844,NA,2.307185948,16.20664541,4.109801249,6.444107129,12.34130126,1.104454237,12.52532931
10470,2.068566771,0.421484311,1.269310285,1.608796034,22.20125235,NA,2.359965607,16.2615171,4.117201133,6.740782686,12.53088989,1.163136777,12.73502697
10440,2.150241307,0.388603714,1.281255069,1.532584061,23.16347301,NA,2.370089272,16.41296462,4.126786538,6.938152079,12.61281082,1.233098962,12.96238195
10410,2.211143499,0.366322304,1.289073744,1.476824435,24.15173328,NA,2.361730034,16.6459127,4.155235762,7.085922575,12.66558674,1.307727571,13.19648613
